id,value,location,sampledate,measure
3300753,0.079,Kannika,9-Jan-16,Total phosphorus
3300754,0.07,Kannika,9-Jan-16,Total dissolved phosphorus
3300759,28.05,Kannika,9-Jan-16,Chlorides
3300760,29.52,Kannika,9-Jan-16,Sulphates
3300761,0,Kannika,9-Jan-16,Zinc
3300763,4.7,Kannika,9-Jan-16,Copper
3300765,1.23,Kannika,9-Jan-16,Chromium
3300767,0,Kannika,9-Jan-16,Lead
3300769,0,Kannika,9-Jan-16,Cadmium
3300771,0,Kannika,9-Jan-16,Mercury
3300773,1.71,Kannika,9-Jan-16,Nickel
3300775,1.6,Kannika,9-Jan-16,Arsenic
3300777,2.64,Kannika,9-Jan-16,Biochemical Oxygen
3300778,8.7,Kannika,9-Jan-16,Chemical Oxygen Demand (Cr)
3300779,4.8,Kannika,9-Jan-16,Chemical Oxygen Demand (Mn)
3300780,0,Kannika,9-Jan-16,Atrazine
3301311,213.5,Kannika,9-Jan-16,Bicarbonates
3301314,239.6,Kannika,9-Jan-16,Total dissolved salts
3301318,1.95,Kannika,9-Jan-16,Total nitrogen
3301320,0.083,Kannika,9-Jan-16,Total phosphorus
3301321,0.072,Kannika,9-Jan-16,Total dissolved phosphorus
3301326,27.27,Kannika,9-Jan-16,Chlorides
3301327,30.44,Kannika,9-Jan-16,Sulphates
3301328,0,Kannika,9-Jan-16,Zinc
3301330,5.92,Kannika,9-Jan-16,Copper
3301332,1.54,Kannika,9-Jan-16,Chromium
3301334,0,Kannika,9-Jan-16,Lead
3301336,0.35,Kannika,9-Jan-16,Cadmium
3301338,0,Kannika,9-Jan-16,Mercury
3301340,1.65,Kannika,9-Jan-16,Nickel
3301342,1.4,Kannika,9-Jan-16,Arsenic
3301344,3,Kannika,9-Jan-16,Biochemical Oxygen
3301345,7.92,Kannika,9-Jan-16,Chemical Oxygen Demand (Cr)
3301346,4.92,Kannika,9-Jan-16,Chemical Oxygen Demand (Mn)
3301347,0,Kannika,9-Jan-16,Atrazine
3301878,219.6,Sakda,9-Jan-16,Bicarbonates
3301881,239.2,Sakda,9-Jan-16,Total dissolved salts
3301885,1.84,Sakda,9-Jan-16,Total nitrogen
3301887,0.072,Sakda,9-Jan-16,Total phosphorus
3301888,0.063,Sakda,9-Jan-16,Total dissolved phosphorus
3301893,23.38,Sakda,9-Jan-16,Chlorides
3301894,31.89,Sakda,9-Jan-16,Sulphates
3301895,23,Sakda,9-Jan-16,Zinc
3301897,4.56,Sakda,9-Jan-16,Copper
3301899,1.12,Sakda,9-Jan-16,Chromium
3301901,0,Sakda,9-Jan-16,Lead
3301903,0.23,Sakda,9-Jan-16,Cadmium
3301905,0,Sakda,9-Jan-16,Mercury
3301907,1.42,Sakda,9-Jan-16,Nickel
3301909,1.8,Sakda,9-Jan-16,Arsenic
3301911,2.46,Sakda,9-Jan-16,Biochemical Oxygen
3301912,7.12,Sakda,9-Jan-16,Chemical Oxygen Demand (Cr)
3301913,4.67,Sakda,9-Jan-16,Chemical Oxygen Demand (Mn)
3301914,0,Sakda,9-Jan-16,Atrazine
3302413,206.79,Sakda,9-Jan-16,Bicarbonates
3302416,238.4,Sakda,9-Jan-16,Total dissolved salts
3302420,1.81,Sakda,9-Jan-16,Total nitrogen
3302422,0.076,Sakda,9-Jan-16,Total phosphorus
3302423,0.06,Sakda,9-Jan-16,Total dissolved phosphorus
3302428,22.99,Sakda,9-Jan-16,Chlorides
3302429,30.21,Sakda,9-Jan-16,Sulphates
3302430,27,Sakda,9-Jan-16,Zinc
3302432,5.45,Sakda,9-Jan-16,Copper
3302434,1.47,Sakda,9-Jan-16,Chromium
3302436,0,Sakda,9-Jan-16,Lead
3302438,0.19,Sakda,9-Jan-16,Cadmium
3302440,0,Sakda,9-Jan-16,Mercury
3302442,1.68,Sakda,9-Jan-16,Nickel
3302444,1.8,Sakda,9-Jan-16,Arsenic
3302446,2.28,Sakda,9-Jan-16,Biochemical Oxygen
3302447,6.73,Sakda,9-Jan-16,Chemical Oxygen Demand (Cr)
3302448,4.67,Sakda,9-Jan-16,Chemical Oxygen Demand (Mn)
3302449,0,Sakda,9-Jan-16,Atrazine
3302948,213.5,Sakda,9-Jan-16,Bicarbonates
3302951,236,Sakda,9-Jan-16,Total dissolved salts
3302955,1.91,Sakda,9-Jan-16,Total nitrogen
3302957,0.071,Sakda,9-Jan-16,Total phosphorus
3302958,0.062,Sakda,9-Jan-16,Total dissolved phosphorus
3302963,23.38,Sakda,9-Jan-16,Chlorides
3302964,30.71,Sakda,9-Jan-16,Sulphates
3302965,26,Sakda,9-Jan-16,Zinc
3302967,4.35,Sakda,9-Jan-16,Copper
3302969,2.14,Sakda,9-Jan-16,Chromium
3302971,0,Sakda,9-Jan-16,Lead
3302973,0.31,Sakda,9-Jan-16,Cadmium
3302975,0,Sakda,9-Jan-16,Mercury
3302977,1.61,Sakda,9-Jan-16,Nickel
3302979,2.2,Sakda,9-Jan-16,Arsenic
3302981,2.69,Sakda,9-Jan-16,Biochemical Oxygen
3302982,7.52,Sakda,9-Jan-16,Chemical Oxygen Demand (Cr)
3302983,4.73,Sakda,9-Jan-16,Chemical Oxygen Demand (Mn)
3302984,0,Sakda,9-Jan-16,Atrazine
1349137,0.001,Kannika,10-Jan-16,AGOC-3A
1349139,0.06,Kannika,10-Jan-16,Methylosmoline
1349746,0.025,Kannika,10-Jan-16,AGOC-3A
1349748,0.005,Kannika,10-Jan-16,Methylosmoline
1350355,0.04,Kannika,10-Jan-16,AGOC-3A
1350357,0.002,Kannika,10-Jan-16,Methylosmoline
1350964,0.033,Sakda,10-Jan-16,AGOC-3A
1350966,0.012,Sakda,10-Jan-16,Methylosmoline
1351573,0.026,Sakda,10-Jan-16,AGOC-3A
1351575,0.048,Sakda,10-Jan-16,Methylosmoline
1352182,0.042,Sakda,10-Jan-16,AGOC-3A
1352184,0.033,Sakda,10-Jan-16,Methylosmoline
3280907,597,Somchair,14-Jan-16,Total dissolved salts
3280911,2.88,Somchair,14-Jan-16,Total nitrogen
3280913,0.048,Somchair,14-Jan-16,Total phosphorus
3280916,109.35,Somchair,14-Jan-16,Chlorides
3280917,74.2,Somchair,14-Jan-16,Sulphates
3280926,1.22,Somchair,14-Jan-16,Biochemical Oxygen
3280927,28.94,Somchair,14-Jan-16,Chemical Oxygen Demand (Cr)
3280928,4.26,Somchair,14-Jan-16,Chemical Oxygen Demand (Mn)
3280931,0,Somchair,14-Jan-16,Atrazine
3281914,1019,Busarakhan,14-Jan-16,Total dissolved salts
3281918,2.45,Busarakhan,14-Jan-16,Total nitrogen
3281920,0.086,Busarakhan,14-Jan-16,Total phosphorus
3281923,169.19,Busarakhan,14-Jan-16,Chlorides
3281924,115.33,Busarakhan,14-Jan-16,Sulphates
3281933,1.56,Busarakhan,14-Jan-16,Biochemical Oxygen
3281934,25.08,Busarakhan,14-Jan-16,Chemical Oxygen Demand (Cr)
3281937,0,Busarakhan,14-Jan-16,Atrazine
3282892,1.65,Decha,14-Jan-16,Total nitrogen
3282894,0.071,Decha,14-Jan-16,Total phosphorus
3283436,176,Achara,15-Jan-16,Total dissolved salts
3283440,1.24,Achara,15-Jan-16,Total nitrogen
3283442,0.037,Achara,15-Jan-16,Total phosphorus
3283446,11.8,Achara,15-Jan-16,Chlorides
3283450,0,Achara,15-Jan-16,Lead
3283452,0,Achara,15-Jan-16,Cadmium
3283454,0,Achara,15-Jan-16,Mercury
3283456,0,Achara,15-Jan-16,Nickel
3283459,2.4,Achara,15-Jan-16,Biochemical Oxygen
3283460,5,Achara,15-Jan-16,Chemical Oxygen Demand (Cr)
3283461,0,Achara,15-Jan-16,Petroleum hydrocarbons
3283462,0,Achara,15-Jan-16,Atrazine
3293528,336,Chai,16-Jan-16,Total dissolved salts
3293532,3.2,Chai,16-Jan-16,Total nitrogen
3293534,0.054,Chai,16-Jan-16,Total phosphorus
3293537,26.99,Chai,16-Jan-16,Chlorides
3293538,42.81,Chai,16-Jan-16,Sulphates
3293542,1.973,Chai,16-Jan-16,Lead
3293546,2.105,Chai,16-Jan-16,Nickel
3293549,0.76,Chai,16-Jan-16,Biochemical Oxygen
3293550,20.41,Chai,16-Jan-16,Chemical Oxygen Demand (Cr)
3293551,2.13,Chai,16-Jan-16,Chemical Oxygen Demand (Mn)
3293554,0,Chai,16-Jan-16,Atrazine
3294528,333,Chai,16-Jan-16,Total dissolved salts
3294532,3.014,Chai,16-Jan-16,Total nitrogen
3294534,0.071,Chai,16-Jan-16,Total phosphorus
3294537,25.44,Chai,16-Jan-16,Chlorides
3294538,45.82,Chai,16-Jan-16,Sulphates
3294542,1.973,Chai,16-Jan-16,Lead
3294545,2.315,Chai,16-Jan-16,Nickel
3294548,0.77,Chai,16-Jan-16,Biochemical Oxygen
3294549,19.44,Chai,16-Jan-16,Chemical Oxygen Demand (Cr)
3294550,2.13,Chai,16-Jan-16,Chemical Oxygen Demand (Mn)
3294553,0,Chai,16-Jan-16,Atrazine
3295833,331,Chai,16-Jan-16,Total dissolved salts
3295837,2.94,Chai,16-Jan-16,Total nitrogen
3295839,0.065,Chai,16-Jan-16,Total phosphorus
3295842,24.07,Chai,16-Jan-16,Chlorides
3295843,47.68,Chai,16-Jan-16,Sulphates
3295847,1.973,Chai,16-Jan-16,Lead
3295851,0,Chai,16-Jan-16,Nickel
3295854,0.94,Chai,16-Jan-16,Biochemical Oxygen
3295855,21.38,Chai,16-Jan-16,Chemical Oxygen Demand (Cr)
3295856,2.28,Chai,16-Jan-16,Chemical Oxygen Demand (Mn)
3295859,0,Chai,16-Jan-16,Atrazine
1341168,0.027,Chai,17-Jan-16,AGOC-3A
1341170,4.156,Chai,17-Jan-16,Methylosmoline
1342372,0.015,Chai,17-Jan-16,AGOC-3A
1342374,1.288,Chai,17-Jan-16,Methylosmoline
1343576,0.006,Chai,17-Jan-16,AGOC-3A
1343578,1.345,Chai,17-Jan-16,Methylosmoline
3282904,1.837,Decha,21-Jan-16,Total nitrogen
3282906,0.157,Decha,21-Jan-16,Total phosphorus
3282916,0,Decha,21-Jan-16,Mercury
3282920,3,Decha,21-Jan-16,Biochemical Oxygen
3282921,47.2,Decha,21-Jan-16,Chemical Oxygen Demand (Cr)
3282922,3.6,Decha,21-Jan-16,Chemical Oxygen Demand (Mn)
3282924,0,Decha,21-Jan-16,Petroleum hydrocarbons
3293569,2.68,Chai,21-Jan-16,Total nitrogen
3293571,0.05,Chai,21-Jan-16,Total phosphorus
3293572,1.09,Chai,21-Jan-16,Biochemical Oxygen
3294572,2.8,Chai,21-Jan-16,Total nitrogen
3294574,0.048,Chai,21-Jan-16,Total phosphorus
3294575,0.71,Chai,21-Jan-16,Biochemical Oxygen
3295874,2.8,Chai,21-Jan-16,Total nitrogen
3295876,0.049,Chai,21-Jan-16,Total phosphorus
3295877,0.84,Chai,21-Jan-16,Biochemical Oxygen
3278107,2.076,Boonsri,22-Jan-16,Total nitrogen
3278109,0.087,Boonsri,22-Jan-16,Total phosphorus
3278110,0.053,Boonsri,22-Jan-16,Total dissolved phosphorus
3278111,1.65,Boonsri,22-Jan-16,Biochemical Oxygen
3278112,1.73,Boonsri,22-Jan-16,Chemical Oxygen Demand (Mn)
3279145,2.142,Boonsri,22-Jan-16,Total nitrogen
3279147,0.169,Boonsri,22-Jan-16,Total phosphorus
3279148,0.057,Boonsri,22-Jan-16,Total dissolved phosphorus
3279149,1.5,Boonsri,22-Jan-16,Biochemical Oxygen
3279150,1.8,Boonsri,22-Jan-16,Chemical Oxygen Demand (Mn)
3280050,2.23,Boonsri,22-Jan-16,Total nitrogen
3280052,0.144,Boonsri,22-Jan-16,Total phosphorus
3280053,0.051,Boonsri,22-Jan-16,Total dissolved phosphorus
3280054,1.6,Boonsri,22-Jan-16,Biochemical Oxygen
3280055,1.94,Boonsri,22-Jan-16,Chemical Oxygen Demand (Mn)
3305094,226.37,Kohsoom,23-Jan-16,Bicarbonates
3305097,325,Kohsoom,23-Jan-16,Total dissolved salts
3305101,3.766,Kohsoom,23-Jan-16,Total nitrogen
3305103,0.2646,Kohsoom,23-Jan-16,Total phosphorus
3305104,0.2274,Kohsoom,23-Jan-16,Total dissolved phosphorus
3305109,39.053,Kohsoom,23-Jan-16,Chlorides
3305110,47.576,Kohsoom,23-Jan-16,Sulphates
3305119,5.5,Kohsoom,23-Jan-16,Biochemical Oxygen
3305120,61.88,Kohsoom,23-Jan-16,Chemical Oxygen Demand (Cr)
3305121,7.36,Kohsoom,23-Jan-16,Chemical Oxygen Demand (Mn)
3305122,4.9,Kohsoom,23-Jan-16,Total organic carbon
3305124,0,Kohsoom,23-Jan-16,Petroleum hydrocarbons
3305126,0,Kohsoom,23-Jan-16,Atrazine
1326732,0.268,Somchair,24-Jan-16,AGOC-3A
1326734,130.528,Somchair,24-Jan-16,Methylosmoline
1327328,0.023,Busarakhan,24-Jan-16,AGOC-3A
1327330,0.04,Busarakhan,24-Jan-16,Methylosmoline
1324599,0.041,Boonsri,28-Jan-16,AGOC-3A
1324601,0.016,Boonsri,28-Jan-16,Methylosmoline
1354611,0.391,Kohsoom,28-Jan-16,AGOC-3A
1354613,45.019,Kohsoom,28-Jan-16,Methylosmoline
3278134,2.406,Boonsri,6-Feb-16,Total nitrogen
3278136,0.059,Boonsri,6-Feb-16,Total phosphorus
3278137,0.056,Boonsri,6-Feb-16,Total dissolved phosphorus
3278138,1.75,Boonsri,6-Feb-16,Biochemical Oxygen
3280965,482,Somchair,6-Feb-16,Total dissolved salts
3280969,2.46,Somchair,6-Feb-16,Total nitrogen
3280971,0.049,Somchair,6-Feb-16,Total phosphorus
3280972,0.034,Somchair,6-Feb-16,Total dissolved phosphorus
3280975,64.3,Somchair,6-Feb-16,Chlorides
3280976,72.88,Somchair,6-Feb-16,Sulphates
3280979,4.938,Somchair,6-Feb-16,Lead
3280981,0.8029,Somchair,6-Feb-16,Cadmium
3280983,0.062,Somchair,6-Feb-16,Mercury
3280985,0,Somchair,6-Feb-16,Nickel
3280988,1.06,Somchair,6-Feb-16,Biochemical Oxygen
3280989,23.54,Somchair,6-Feb-16,Chemical Oxygen Demand (Cr)
3280990,3.63,Somchair,6-Feb-16,Chemical Oxygen Demand (Mn)
3280993,0,Somchair,6-Feb-16,Atrazine
3281971,600,Busarakhan,6-Feb-16,Total dissolved salts
3281975,2.39,Busarakhan,6-Feb-16,Total nitrogen
3281977,0.083,Busarakhan,6-Feb-16,Total phosphorus
3281978,0.073,Busarakhan,6-Feb-16,Total dissolved phosphorus
3281981,50.89,Busarakhan,6-Feb-16,Chlorides
3281982,128.4,Busarakhan,6-Feb-16,Sulphates
3281985,11.73,Busarakhan,6-Feb-16,Lead
3281987,0.8146,Busarakhan,6-Feb-16,Cadmium
3281990,2.0447,Busarakhan,6-Feb-16,Nickel
3281993,1.1,Busarakhan,6-Feb-16,Biochemical Oxygen
3281994,25.5,Busarakhan,6-Feb-16,Chemical Oxygen Demand (Cr)
3281997,0,Busarakhan,6-Feb-16,Atrazine
3282930,2.02,Decha,7-Feb-16,Total nitrogen
3282932,0.091,Decha,7-Feb-16,Total phosphorus
1349187,0.027,Kannika,7-Feb-16,AGOC-3A
1349189,0.036,Kannika,7-Feb-16,Methylosmoline
1349796,0.014,Kannika,7-Feb-16,AGOC-3A
1349798,0.058,Kannika,7-Feb-16,Methylosmoline
1350405,0.079,Kannika,7-Feb-16,AGOC-3A
1350407,0.008,Kannika,7-Feb-16,Methylosmoline
1351014,0.059,Sakda,7-Feb-16,AGOC-3A
1351016,0.029,Sakda,7-Feb-16,Methylosmoline
1351623,0.062,Sakda,7-Feb-16,AGOC-3A
1351625,0.047,Sakda,7-Feb-16,Methylosmoline
1352232,0,Sakda,7-Feb-16,AGOC-3A
1352234,0.011,Sakda,7-Feb-16,Methylosmoline
3281009,445,Somchair,11-Feb-16,Total dissolved salts
3281013,2.71,Somchair,11-Feb-16,Total nitrogen
3281015,0.035,Somchair,11-Feb-16,Total phosphorus
3281016,0.032,Somchair,11-Feb-16,Total dissolved phosphorus
3281019,65.33,Somchair,11-Feb-16,Chlorides
3281023,6.595,Somchair,11-Feb-16,Lead
3281025,0.7346,Somchair,11-Feb-16,Cadmium
3281027,0.072,Somchair,11-Feb-16,Mercury
3281028,1.506,Somchair,11-Feb-16,Nickel
3281031,1.36,Somchair,11-Feb-16,Biochemical Oxygen
3281032,23.5,Somchair,11-Feb-16,Chemical Oxygen Demand (Cr)
3282013,546,Busarakhan,11-Feb-16,Total dissolved salts
3282017,2.42,Busarakhan,11-Feb-16,Total nitrogen
3282019,0.059,Busarakhan,11-Feb-16,Total dissolved phosphorus
3282022,53.99,Busarakhan,11-Feb-16,Chlorides
3282026,12.85,Busarakhan,11-Feb-16,Lead
3282028,0.4318,Busarakhan,11-Feb-16,Cadmium
3282030,0.047,Busarakhan,11-Feb-16,Mercury
3282031,1.308,Busarakhan,11-Feb-16,Nickel
3282034,1.42,Busarakhan,11-Feb-16,Biochemical Oxygen
3282035,25.45,Busarakhan,11-Feb-16,Chemical Oxygen Demand (Cr)
3300225,215.33,Kannika,11-Feb-16,Bicarbonates
3300228,273.2,Kannika,11-Feb-16,Total dissolved salts
3300232,2.18,Kannika,11-Feb-16,Total nitrogen
3300234,0.082,Kannika,11-Feb-16,Total phosphorus
3300235,0.074,Kannika,11-Feb-16,Total dissolved phosphorus
3300238,24.82,Kannika,11-Feb-16,Chlorides
3300239,33.52,Kannika,11-Feb-16,Sulphates
3300240,0,Kannika,11-Feb-16,Zinc
3300242,13.08,Kannika,11-Feb-16,Copper
3300244,1.75,Kannika,11-Feb-16,Chromium
3300246,0,Kannika,11-Feb-16,Lead
3300248,0,Kannika,11-Feb-16,Cadmium
3300251,1.02,Kannika,11-Feb-16,Nickel
3300253,2.5,Kannika,11-Feb-16,Arsenic
3300255,2.69,Kannika,11-Feb-16,Biochemical Oxygen
3300256,7.13,Kannika,11-Feb-16,Chemical Oxygen Demand (Cr)
3300257,4.8,Kannika,11-Feb-16,Chemical Oxygen Demand (Mn)
3300259,0.321,Kannika,11-Feb-16,Petroleum hydrocarbons
3300261,0,Kannika,11-Feb-16,Atrazine
3300789,208.62,Kannika,11-Feb-16,Bicarbonates
3300792,277,Kannika,11-Feb-16,Total dissolved salts
3300796,1.98,Kannika,11-Feb-16,Total nitrogen
3300798,0.076,Kannika,11-Feb-16,Total phosphorus
3300799,0.07,Kannika,11-Feb-16,Total dissolved phosphorus
3300802,24.02,Kannika,11-Feb-16,Chlorides
3300803,36.93,Kannika,11-Feb-16,Sulphates
3300804,0,Kannika,11-Feb-16,Zinc
3300806,11.93,Kannika,11-Feb-16,Copper
3300808,1.86,Kannika,11-Feb-16,Chromium
3300810,1.04,Kannika,11-Feb-16,Lead
3300812,0,Kannika,11-Feb-16,Cadmium
3300815,1,Kannika,11-Feb-16,Nickel
3300817,2,Kannika,11-Feb-16,Arsenic
3300819,2.82,Kannika,11-Feb-16,Biochemical Oxygen
3300820,7.13,Kannika,11-Feb-16,Chemical Oxygen Demand (Cr)
3300821,4.86,Kannika,11-Feb-16,Chemical Oxygen Demand (Mn)
3300823,0.3207,Kannika,11-Feb-16,Petroleum hydrocarbons
3300825,0,Kannika,11-Feb-16,Atrazine
3301356,202.52,Kannika,11-Feb-16,Bicarbonates
3301359,273.8,Kannika,11-Feb-16,Total dissolved salts
3301363,2.14,Kannika,11-Feb-16,Total nitrogen
3301365,0.083,Kannika,11-Feb-16,Total phosphorus
3301366,0.071,Kannika,11-Feb-16,Total dissolved phosphorus
3301369,28.54,Kannika,11-Feb-16,Chlorides
3301370,28.54,Kannika,11-Feb-16,Sulphates
3301371,26,Kannika,11-Feb-16,Zinc
3301373,12.71,Kannika,11-Feb-16,Copper
3301375,1.41,Kannika,11-Feb-16,Chromium
3301377,0,Kannika,11-Feb-16,Lead
3301379,0,Kannika,11-Feb-16,Cadmium
3301382,0,Kannika,11-Feb-16,Nickel
3301384,2,Kannika,11-Feb-16,Arsenic
3301386,2.58,Kannika,11-Feb-16,Biochemical Oxygen
3301387,6.73,Kannika,11-Feb-16,Chemical Oxygen Demand (Cr)
3301388,4.73,Kannika,11-Feb-16,Chemical Oxygen Demand (Mn)
3301390,0.3601,Kannika,11-Feb-16,Petroleum hydrocarbons
3301392,0,Kannika,11-Feb-16,Atrazine
3301923,218.38,Sakda,11-Feb-16,Bicarbonates
3301926,280,Sakda,11-Feb-16,Total dissolved salts
3301930,1.98,Sakda,11-Feb-16,Total nitrogen
3301932,0.091,Sakda,11-Feb-16,Total phosphorus
3301933,0.069,Sakda,11-Feb-16,Total dissolved phosphorus
3301936,26.74,Sakda,11-Feb-16,Chlorides
3301937,0,Sakda,11-Feb-16,Zinc
3301939,3.52,Sakda,11-Feb-16,Copper
3301941,1.44,Sakda,11-Feb-16,Chromium
3301943,1.43,Sakda,11-Feb-16,Lead
3301945,0,Sakda,11-Feb-16,Cadmium
3301948,1.43,Sakda,11-Feb-16,Nickel
3301950,2.2,Sakda,11-Feb-16,Arsenic
3301952,1.84,Sakda,11-Feb-16,Biochemical Oxygen
3301953,7.91,Sakda,11-Feb-16,Chemical Oxygen Demand (Cr)
3301954,4.6,Sakda,11-Feb-16,Chemical Oxygen Demand (Mn)
3301956,0.3008,Sakda,11-Feb-16,Petroleum hydrocarbons
3301958,0,Sakda,11-Feb-16,Atrazine
3302458,212.28,Sakda,11-Feb-16,Bicarbonates
3302461,280.6,Sakda,11-Feb-16,Total dissolved salts
3302465,1.8,Sakda,11-Feb-16,Total nitrogen
3302467,0.086,Sakda,11-Feb-16,Total phosphorus
3302468,0.068,Sakda,11-Feb-16,Total dissolved phosphorus
3302471,26.35,Sakda,11-Feb-16,Chlorides
3302472,0,Sakda,11-Feb-16,Zinc
3302474,5.44,Sakda,11-Feb-16,Copper
3302476,1.43,Sakda,11-Feb-16,Chromium
3302478,1.47,Sakda,11-Feb-16,Lead
3302480,0,Sakda,11-Feb-16,Cadmium
3302483,1.55,Sakda,11-Feb-16,Nickel
3302485,2.1,Sakda,11-Feb-16,Arsenic
3302487,2.12,Sakda,11-Feb-16,Biochemical Oxygen
3302488,7.13,Sakda,11-Feb-16,Chemical Oxygen Demand (Cr)
3302489,4.54,Sakda,11-Feb-16,Chemical Oxygen Demand (Mn)
3302491,0.3681,Sakda,11-Feb-16,Petroleum hydrocarbons
3302493,0,Sakda,11-Feb-16,Atrazine
3302993,212.28,Sakda,11-Feb-16,Bicarbonates
3302996,281.4,Sakda,11-Feb-16,Total dissolved salts
3303000,2.09,Sakda,11-Feb-16,Total nitrogen
3303002,0.088,Sakda,11-Feb-16,Total phosphorus
3303003,0.077,Sakda,11-Feb-16,Total dissolved phosphorus
3303006,25.57,Sakda,11-Feb-16,Chlorides
3303007,0,Sakda,11-Feb-16,Zinc
3303009,3.15,Sakda,11-Feb-16,Copper
3303011,1.615,Sakda,11-Feb-16,Chromium
3303013,1.24,Sakda,11-Feb-16,Lead
3303015,0,Sakda,11-Feb-16,Cadmium
3303018,1.59,Sakda,11-Feb-16,Nickel
3303020,2.4,Sakda,11-Feb-16,Arsenic
3303022,1.87,Sakda,11-Feb-16,Biochemical Oxygen
3303023,7.52,Sakda,11-Feb-16,Chemical Oxygen Demand (Cr)
3303024,4.6,Sakda,11-Feb-16,Chemical Oxygen Demand (Mn)
3303026,0.3453,Sakda,11-Feb-16,Petroleum hydrocarbons
3303028,0,Sakda,11-Feb-16,Atrazine
3283473,122,Achara,12-Feb-16,Bicarbonates
3283476,160,Achara,12-Feb-16,Total dissolved salts
3283480,1.19,Achara,12-Feb-16,Total nitrogen
3283482,0.022,Achara,12-Feb-16,Total phosphorus
3283488,10.6,Achara,12-Feb-16,Chlorides
3283489,21.9,Achara,12-Feb-16,Sulphates
3283495,0,Achara,12-Feb-16,Mercury
3283499,2.2,Achara,12-Feb-16,Biochemical Oxygen
3283500,5,Achara,12-Feb-16,Chemical Oxygen Demand (Cr)
3283502,0,Achara,12-Feb-16,Petroleum hydrocarbons
3283504,0,Achara,12-Feb-16,Atrazine
3293602,293,Chai,12-Feb-16,Total dissolved salts
3293606,1.92,Chai,12-Feb-16,Total nitrogen
3293608,0.059,Chai,12-Feb-16,Total phosphorus
3293609,25.44,Chai,12-Feb-16,Chlorides
3293613,1.973,Chai,12-Feb-16,Lead
3293615,0,Chai,12-Feb-16,Cadmium
3293618,2.27,Chai,12-Feb-16,Nickel
3293621,1.04,Chai,12-Feb-16,Biochemical Oxygen
3293622,21.57,Chai,12-Feb-16,Chemical Oxygen Demand (Cr)
3293623,3.35,Chai,12-Feb-16,Chemical Oxygen Demand (Mn)
3293624,0,Chai,12-Feb-16,Atrazine
3294626,290,Chai,12-Feb-16,Total dissolved salts
3294630,1.99,Chai,12-Feb-16,Total nitrogen
3294632,0.056,Chai,12-Feb-16,Total phosphorus
3294633,23.38,Chai,12-Feb-16,Chlorides
3294637,1.973,Chai,12-Feb-16,Lead
3294641,1.496,Chai,12-Feb-16,Nickel
3294644,1.03,Chai,12-Feb-16,Biochemical Oxygen
3294645,21.57,Chai,12-Feb-16,Chemical Oxygen Demand (Cr)
3294646,2.62,Chai,12-Feb-16,Chemical Oxygen Demand (Mn)
3294647,0,Chai,12-Feb-16,Atrazine
3295907,292,Chai,12-Feb-16,Total dissolved salts
3295911,1.91,Chai,12-Feb-16,Total nitrogen
3295913,0.054,Chai,12-Feb-16,Total phosphorus
3295914,24.07,Chai,12-Feb-16,Chlorides
3295918,4.53,Chai,12-Feb-16,Lead
3295920,0.374,Chai,12-Feb-16,Cadmium
3295923,2.214,Chai,12-Feb-16,Nickel
3295926,1.08,Chai,12-Feb-16,Biochemical Oxygen
3295927,23.54,Chai,12-Feb-16,Chemical Oxygen Demand (Cr)
3295928,3.05,Chai,12-Feb-16,Chemical Oxygen Demand (Mn)
3295929,0,Chai,12-Feb-16,Atrazine
1326780,0.05,Somchair,14-Feb-16,AGOC-3A
1326782,130.512,Somchair,14-Feb-16,Methylosmoline
1327376,0.048,Busarakhan,14-Feb-16,AGOC-3A
1327378,0.022,Busarakhan,14-Feb-16,Methylosmoline
3278157,201.3,Boonsri,17-Feb-16,Bicarbonates
3278160,261,Boonsri,17-Feb-16,Total dissolved salts
3278164,2.33,Boonsri,17-Feb-16,Total nitrogen
3278166,0.045,Boonsri,17-Feb-16,Total phosphorus
3278167,0.034,Boonsri,17-Feb-16,Total dissolved phosphorus
3278172,15.39,Boonsri,17-Feb-16,Chlorides
3278173,37.28,Boonsri,17-Feb-16,Sulphates
3278182,1.84,Boonsri,17-Feb-16,Biochemical Oxygen
3278183,11.4,Boonsri,17-Feb-16,Chemical Oxygen Demand (Cr)
3278184,2.11,Boonsri,17-Feb-16,Chemical Oxygen Demand (Mn)
3278185,5.425,Boonsri,17-Feb-16,Total organic carbon
3278187,0,Boonsri,17-Feb-16,Petroleum hydrocarbons
3278188,18.5,Boonsri,17-Feb-16,AOX
3278190,0,Boonsri,17-Feb-16,Atrazine
3279184,197.03,Boonsri,17-Feb-16,Bicarbonates
3279187,260,Boonsri,17-Feb-16,Total dissolved salts
3279191,2.104,Boonsri,17-Feb-16,Total nitrogen
3279193,0.052,Boonsri,17-Feb-16,Total phosphorus
3279194,0.032,Boonsri,17-Feb-16,Total dissolved phosphorus
3279199,14.68,Boonsri,17-Feb-16,Chlorides
3279200,35.43,Boonsri,17-Feb-16,Sulphates
3279209,1.7,Boonsri,17-Feb-16,Biochemical Oxygen
3279210,10.2,Boonsri,17-Feb-16,Chemical Oxygen Demand (Cr)
3279211,1.92,Boonsri,17-Feb-16,Chemical Oxygen Demand (Mn)
3279212,5.402,Boonsri,17-Feb-16,Total organic carbon
3279214,0,Boonsri,17-Feb-16,Petroleum hydrocarbons
3279215,19.2,Boonsri,17-Feb-16,AOX
